,Count positives: ,Count negatives: ,Errors in true positive: ,Errors in true negative: ,Fraction of the errors with true positive:,Fraction of the errors with true negative:,count postive_by_persentage:,count negative_by_persentage:
0,4158,4086,12,10,0.0029,0.0024,50.43668122270743,49.56331877729257
